"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"GPA","GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU","Borçlanma Araçları Şemsiye Fonu","3,3852","7,7791","16,2214","15,8114","30,0472","197,8038","627,4908"
"TEJ","AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,0940","16,0885","16,7761","17,6372","29,9693","-","-"
"GZY","GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,0311","7,8458","14,4957","14,9007","29,8885","299,8309","-"
"FUB","QNB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,5260","8,2477","17,2078","16,6942","29,7853","200,8312","638,3811"
"GPT","AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,0076","11,0098","19,6768","18,3253","29,6206","-","-"
"IPV","İŞ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU","Borçlanma Araçları Şemsiye Fonu","2,7976","5,8731","14,5261","13,9358","29,5033","194,8930","668,4882"
"GPC","GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","3,0695","7,5360","16,4950","16,1179","29,4655","203,3478","641,0506"
"ACU","İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3309","6,2771","16,2321","15,2761","29,4545","155,7106","470,4407"
"ANZ","ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,8036","7,6627","16,2763","15,8827","29,4147","192,4070","642,0659"
"KTT","KUVEYT TÜRK PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3677","6,9722","16,2065","15,8388","29,3796","180,6413","595,2664"
"HOY","HSBC PORTFÖY YABANCI BYF FON SEPETI","Fon Sepeti Şemsiye Fonu","4,4193","6,9234","17,6147","17,5560","29,2946","185,0007","606,1492"
"KRT","KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON","Serbest Şemsiye Fonu","2,7756","7,1965","16,3348","15,8183","29,2229","191,6238","649,5460"
"HST","HSBC PORTFÖY  BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,2750","10,6951","14,9419","12,0630","29,2039","120,3446","184,0988"
"KIS","QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU","Katılım Şemsiye Fonu","2,1579","5,9759","16,8084","13,6423","29,1916","170,2024","593,3706"
"YSU","YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,0363","11,5443","13,9551","9,8288","29,1623","228,6028","480,0194"
"TLE","AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,9048","5,3167","15,9553","15,5939","29,1179","237,2105","670,9122"
"IUH","INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,3011","9,9422","12,9971","13,4123","28,9683","248,5610","-"
"GRL","QNB PORTFÖY AGRESİF SERBEST FON","Serbest Şemsiye Fonu","3,4457","8,4170","23,9822","22,3104","28,7653","-","-"
"TPL","TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,7486","6,8886","14,8854","14,2064","28,7472","185,4230","594,6026"
"AHN","ATLAS PORTFÖY SERBEST(DÖVİZ)FON","Serbest Şemsiye Fonu","2,0945","5,7182","14,7321","14,4208","28,6719","191,0297","645,2325"
"RPS","ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2901","6,8735","16,1672","14,7038","28,6502","194,9116","-"
"YPL","YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,7701","8,0150","16,0053","15,4104","28,6292","179,1204","623,3250"
"HP3","HEDEF PORTFÖY LİDYA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3215","5,7716","14,7049","14,3333","28,5880","-","-"
"GZE","GARANTİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","5,0495","4,8107","24,0191","23,3337","28,5843","107,3900","-"
"YBE","YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,4186","7,7332","15,7317","14,9159","28,5808","207,8229","616,4976"
"NCS","NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3039","5,8882","15,6648","15,1755","28,4672","-","-"
"EYT","AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,3714","8,8339","17,6501","15,7105","28,3405","-","-"
"BHF","PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,2409","8,7636","16,8218","15,3508","28,3314","-","-"
"TPV","AURA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,2440","9,5122","16,9449","15,8894","28,2915","190,2789","372,8183"
"IZB","İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON","Serbest Şemsiye Fonu","-3,0202","14,0352","13,2612","10,9988","28,0999","443,3301","-"
"NSD","NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2814","5,5639","15,1275","14,6793","28,0306","-","-"
"PPE","PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,1416","7,2449","15,4110","15,1032","27,9904","-","-"
"CKS","İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3284","6,3319","15,4286","15,0705","27,9027","-","-"
"IMF","İSTANBUL PORTFÖY MAESTRO SERBEST FON","Serbest Şemsiye Fonu","1,7204","7,9438","14,8124","14,3494","27,8774","177,9186","-"
"AKE","AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,7702","6,6324","15,3668","14,9292","27,7386","200,4277","613,8025"
"GAS","GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","2,5359","6,6216","15,5086","15,0905","27,7161","182,3231","621,1663"
"GTY","GARANTİ PORTFÖY TREND SERBEST FON","Serbest Şemsiye Fonu","2,2608","6,8424","18,1278","17,9888","27,6820","134,7878","-"
"IRF","İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,3983","11,6741","16,8049","15,3450","27,5337","330,5405","-"
"DTZ","AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,5444","17,3871","16,4301","17,0672","27,5221","201,9576","-"
"IHC","INVEO PORTFÖY INTER SERBEST FON","Serbest Şemsiye Fonu","0,7662","6,2010","14,9919","14,9586","27,4685","285,3927","-"
"ZPA","ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3396","6,0258","14,9399","14,5704","27,4503","172,3625","-"
"OJT","QNB PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,0565","14,2934","16,0337","17,1465","27,3197","325,3768","-"
"OVD","QNB PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,4394","3,9956","21,1994","19,7289","27,2220","110,8489","-"
"YJY","YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2713","5,8237","14,9523","14,5306","27,0892","171,8146","-"
"ZP6","ZİRAAT PORTFÖY SEDEF KATILIM SERBEST (DÖVİZ - AMERİKAN DOLARI) FON","Serbest Şemsiye Fonu","2,2570","5,7851","14,9346","14,5286","27,0752","-","-"
"KDT","GARANTİ PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3060","6,4665","15,5027","15,1024","27,0563","-","-"
"PBK","QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","2,1551","6,1145","15,9076","14,7567","27,0468","171,2107","581,9632"
"MPP","MEKSA PORTFÖY PRİME SERBEST FON","Serbest Şemsiye Fonu","-2,3012","3,0192","8,6234","8,1505","26,9994","160,8509","451,3426"
"YGM","YAPI KREDİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","3,3143","4,3357","17,8591","16,9311","26,9323","122,0275","-"
"PDF","QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,4554","6,0877","15,1921","14,0586","26,9279","172,6104","571,7231"
"YAY","YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","12,8901","18,6920","13,5964","15,8284","26,7993","250,8979","856,6213"
"FIT","FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,2358","10,4631","9,2656","6,7028","26,5907","90,4276","148,8365"
"DNM","QNB PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,8020","7,1220","19,1787","18,6021","26,5054","-","-"
"GPG","INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,6773","6,0175","14,8563","14,7984","26,4701","274,5167","625,4746"
"SUC","ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON","Değişken Şemsiye Fonu","6,8917","10,9473","15,4009","15,7651","26,4369","260,6079","538,1348"
"YMD","YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON","Serbest Şemsiye Fonu","2,2545","5,8732","14,8274","14,4254","26,3468","-","-"
"EBD","GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,8223","7,5342","12,7712","12,1568","26,2956","299,0755","629,0066"
"KKH","İŞ PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,0782","9,3704","13,2290","11,7871","26,2952","237,0727","-"
"GBZ","AZİMUT PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,7755","2,0729","20,2335","18,8981","26,1730","-","-"
"RPX","ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2575","5,5357","15,0417","14,5676","26,0558","-","-"
"ICC","ICBC TURKEY PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,6633","6,8096","13,3289","11,7817","25,9915","358,1289","704,8832"
"AC6","PARDUS PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,4935","3,2662","12,0751","11,5599","25,9115","-","-"
"TDG","İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,2097","5,4348","14,5729","14,1007","25,8116","145,2625","464,9617"
"TVN","TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","6,7652","9,2378","18,6468","19,1796","25,6814","-","-"
"IEV","İŞ PORTFÖY TAŞIMACILIK DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,4927","4,7629","11,2411","10,8355","25,6764","252,1259","-"
"DOL","AKTİF PORTFÖY ÜÇÜNCÜ AKTİF SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2582","5,5896","14,7037","14,2882","25,6602","-","-"
"AC5","PARDUS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,4463","10,2261","4,4010","8,2818","25,5549","-","-"
"FPZ","QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2112","5,5258","14,5858","14,1705","25,4488","177,1222","601,9445"
"DAS","DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2042","5,3828","14,5220","14,1109","25,4297","-","-"
"GAG","INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON","Serbest Şemsiye Fonu","2,1839","4,5708","14,3430","13,9274","25,3904","167,6047","576,2073"
"RBR","RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","0,6409","6,6513","19,6951","18,3414","25,3783","-","-"
"PAL","AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","2,2073","5,4860","14,5692","14,1614","25,3689","156,3795","555,2851"
"MJB","AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,6464","8,9795","16,2218","15,5256","25,3630","198,0161","-"
"OBP","OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,2061","9,4192","14,5309","11,8481","25,3357","242,6070","411,7712"
"NBH","NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON","Serbest Şemsiye Fonu","3,1065","9,0399","7,4966","7,7941","25,3173","251,6601","-"
"GRO","GARANTİ PORTFÖY OTUZUNCU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2322","5,5590","14,6767","14,2637","25,2959","-","-"
"YP4","YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1666","5,4034","14,4230","14,0140","25,2703","-","-"
"UPD","ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","2,1657","5,9209","13,7271","13,3487","25,2498","167,9792","599,8758"
"NBZ","NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2818","5,4722","14,2192","13,7337","25,2210","170,9539","-"
"PIL","ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,9791","9,6743","16,3899","17,2453","25,0374","-","-"
"TMG","İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","6,2972","8,3518","10,0162","12,0526","24,9425","225,9517","851,8065"
"ONS","İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1960","5,4306","14,3827","13,9814","24,9120","-","-"
"GUV","GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,5602","12,3865","11,2049","7,6913","24,8209","-","-"
"TJI","TEB PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,1596","11,3181","12,6305","10,5513","24,7787","204,5596","-"
"FBI","FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1647","5,3413","14,2803","13,8793","24,7460","-","-"
"AJK","AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2261","6,4716","15,2708","14,9441","24,6565","150,2112","570,5818"
"IYB","AURA PORTFÖY DEĞİŞKEN FONU","Değişken Şemsiye Fonu","2,2909","7,6121","18,0354","15,3187","24,5365","253,3891","392,7259"
"BNC","AK PORTFÖY BEŞİNCİ SERBEST FON","Serbest Şemsiye Fonu","3,6800","12,3841","15,0320","11,1850","24,3781","-","-"
"OJB","QNB PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1363","5,2773","14,2794","13,8928","24,2562","139,6285","-"
"TGR","AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,7957","6,9472","12,0457","12,6498","24,2405","261,0027","-"
"YLO","YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,7968","14,1954","14,3477","14,9260","24,0169","202,3622","-"
"GO4","FONERİA PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,8049","9,3114","16,6583","14,9940","23,9794","-","-"
"GPL","GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1484","5,3048","14,0664","13,6913","23,8071","-","-"
"IJA","INVEO PORTFÖY ATAK DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,4823","13,2542","12,0483","10,9447","23,7446","425,8148","-"
"ZMY","ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,1729","12,7236","15,8753","16,6797","23,4976","339,6988","-"
"CPU","AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","9,1393","16,7521","15,5698","15,9737","23,3731","-","-"
"GZV","GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,2464","9,5568","15,2322","15,0981","23,3132","198,4485","-"
"SVB","STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,8901","12,3857","10,7927","7,3206","23,2012","453,6150","-"
"KDL","KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,0463","4,9655","13,4782","13,1121","23,1095","-","-"
"TGE","İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","6,2136","3,9213","19,6269","18,4960","23,0357","108,3434","806,5262"
"HJB","HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,3180","13,1828","20,4889","16,7965","22,9713","-","-"
"NVC","NEO PORTFÖY VENTO SERBEST FON","Serbest Şemsiye Fonu","3,5661","8,6205","10,4733","9,0756","22,9530","-","-"
"RTG","ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,0278","12,4172","8,1075","10,4012","22,8503","-","-"
"GUH","GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","9,5810","14,4094","11,7089","13,7610","22,8041","214,9934","708,1835"
"GMD","GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,6984","5,3812","11,7305","11,2652","22,7967","168,6079","-"
"IPJ","İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON","Karma Şemsiye Fonu","1,4508","2,7420","9,4574","8,3984","22,7851","135,7950","692,7863"
"AS1","ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3713","4,7456","11,8660","11,5425","22,7272","-","-"
"GBG","INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","1,1811","2,7320","12,8864","13,3595","22,2723","180,5586","713,7729"
"ICS","ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,8680","5,1291","12,7450","12,3751","22,2678","124,9213","487,4134"
"SHE","TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,3029","5,5399","7,7788","5,0790","22,2235","-","-"
"DFI","ATLAS PORTFÖY SERBEST FON","Serbest Şemsiye Fonu","2,2445","10,6679","18,8918","16,4124","21,9246","-","-"
"ODV","AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,8830","8,2357","11,9735","10,0464","21,7397","238,9796","664,7757"
"KHT","ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,9426","29,4581","34,2418","33,0071","21,6951","-","-"
"BST","PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,9506","8,3391","6,0665","5,6041","21,6485","-","-"
"IPB","İSTANBUL PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-4,9690","9,1261","4,9280","3,0819","21,0789","739,2793","2.090,8265"
"HBN","HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,4449","5,7624","13,0802","12,1074","21,0368","-","-"
"FD1","FONERİA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,7706","5,5053","12,4057","11,2314","21,0338","-","-"
"AK2","AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,0721","11,2427","9,6241","6,7702","20,9617","56,7110","70,8952"
"AHV","AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,5561","7,3597","8,4870","6,0697","20,8484","296,6773","673,8691"
"HGM","HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,8429","10,8798","5,8170","4,1739","20,6920","-","-"
"DFD","DENİZ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","5,1637","7,1563","21,1457","20,7868","20,3058","-","-"
"AAS","ATA PORTFÖY FON SEPETİ SERBEST FONU","Serbest Şemsiye Fonu","7,0056","11,0869","14,8162","15,7634","20,2686","137,0233","189,3493"
"DBP","DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,9137","7,4072","12,5196","10,3795","20,2241","372,6038","699,1119"
"YJK","YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,3634","10,4230","11,4834","12,0249","20,1452","150,4105","-"
"MAD","MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,7431","9,4597","23,3205","20,9773","19,9276","425,9788","670,1784"
"ZPC","ZİRAAT PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,9241","11,9733","13,8850","11,2923","19,8280","265,2930","619,8261"
"TMC","İŞ PORTFÖY TEMA DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,9246","3,0035","7,9744","5,7096","19,7552","203,3316","345,5008"
"MTS","AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,6283","10,3079","19,8998","18,0738","19,6769","-","-"
"FYI","AZİMUT PORTFÖY 4.0 SERBEST FON","Serbest Şemsiye Fonu","-0,7535","0,8347","-7,1177","-7,3464","19,4800","178,6789","316,6950"
"FCK","FONERİA PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","0,7390","10,1450","12,6495","9,8835","19,3537","-","-"
"YNK","YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,5275","4,3688","10,8484","10,4558","19,3383","-","-"
"GVI","GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,3077","7,8860","11,9529","10,1475","19,2136","289,1588","-"
"YTV","YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,8135","9,2790","19,8323","19,2682","19,1264","-","-"
"ACD","İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,5726","6,8537","8,9967","6,3739","18,9429","424,3214","1.239,4230"
"HVU","ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,4859","9,3889","13,6575","13,6502","18,8348","-","-"
"USY","ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON","Serbest Şemsiye Fonu","3,5713","8,5789","14,4020","14,2273","18,6763","240,1037","659,1869"
"IPG","İŞ PORTFÖY ATAK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,7261","8,7429","12,2073","10,9640","18,5537","226,1383","365,8802"
"GBC","AZİMUT PYŞ YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,1098","12,9139","12,8116","13,7515","18,1010","161,0598","480,0887"
"TCC","TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","-1,3762","1,6246","10,8049","10,6074","17,8294","196,5540","554,5505"
"DEF","ALLBATROSS PORTFÖY DEFNE SERBEST FON","Serbest Şemsiye Fonu","1,6830","6,2433","10,4119","9,8342","17,6680","-","-"
"SPR","BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,0292","7,2443","13,5191","13,2709","17,4922","-","-"
"TMZ","İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,0732","3,9317","11,4325","10,2996","17,2527","-","-"
"AAK","ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,9419","9,1872","10,5902","9,0520","17,0790","276,6822","602,6612"
"YDP","YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,8803","4,8077","12,3854","9,6991","17,0689","-","-"
"BVV","BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,1822","13,4501","17,7667","17,7644","17,0591","-","-"
"ODD","OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","3,4737","10,4152","13,5110","12,5637","16,8615","136,7775","-"
"YSL","YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3091","5,8393","9,6792","9,3131","16,8233","-","-"
"OPB","OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9963","4,8444","8,9530","7,4913","16,8119","228,1211","636,2284"
"GJB","INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,9893","5,8884","7,0294","6,1726","16,7958","309,6726","-"
"HYP","AZİMUT PORTFÖY İVME SERBEST FON","Serbest Şemsiye Fonu","6,1022","11,9151","8,9188","9,8923","16,7897","216,9977","-"
